The number after B is the patent number
C5963912   20120515 C1
C6526808   20120515 C2
C6927069   20120515 C1
C7321937   20120515 C1
C6546924   20120515 C1
C5380306   20120515 C1
C5674453   20120515 C1
C6860925   20120515 C1
C6721743   20120522 C1
C6780076   20120522 C1
C6521298   20120522 C1
C6542673   20120522 C1
C6367875   20120522 C1
C6423551   20120522 C1
C7161506   20120522 C1
C7985302   20120522 C1
C6202051   20120522 C1
C6410278   20120522 C1
C7307148   20120522 C1
C7303081   20120522 C1
C7660724   20120522 C1
C5946546   20120522 C1
C7209997   20120522 C2
C6373537   20120529 C1
C5474979   20120529 C1
C6634831   20120529 C1
C6843086   20120529 C1
C6474383   20120529 C1
C6564281   20120529 C2
C6197287   20120529 C2
C4915435   20120529 C2
C6699723   20120529 C1
C7664656   20120529 C1
C7110562   20120529 C1
C5970744   20120529 C1
C5633946   20120529 C1
C6113398   20120529 C1
C6211400   20120529 C1
C5611214   20120605 C1
CRE36791   20120605 C1
C7599972   20120605 C1
C7713574   20120605 C1
C7555431   20120605 C1
C7321846   20120605 C1
C7211319   20120605 C2
C6934019   20120605 C1
C6970695   20120605 C1
C7097416   20120605 C1
C6830766   20120605 C1
C6437985   20120605 C1
C6322901   20120605 C1
C5966702   20120605 C1
C6034652   20120605 C1
C5825079   20120605 C1
C5283862   20120605 C1
C5629867   20120605 C1
C7398571   20120612 C1
C4813056   20120612 C1
C6297751   20120612 C1
C6624761   20120612 C1
C6344591   20120612 C1
C7776226   20120612 C1
CRE41765   20120612 C1
C5335838   20120612 C1
C7301287   20120612 C1
C5826014   20120612 C1
C7752919   20120612 C1
C6002982   20120612 C1
C7142477   20120612 C1
C6226686   20120612 C1
C6410281   20120612 C1
C6978547   20120612 C1
C7021515   20120612 C1
C7663660   20120612 C1
C7081822   20120612 C1
C6463385   20120612 C1
C6193631   20120619 C1
C6629840   20120619 C1
C6930050   20120619 C1
C6990366   20120619 C4
C5953263   20120619 C1
C7703492   20120619 C1
C5619352   20120619 C1
C7012512   20120619 C1
C7165175   20120619 C1
C7096977   20120619 C1
C6034769   20120619 C3
C7376831   20120619 C1
C6857001   20120619 C1
C6182219   20120619 C1
C6521327   20120619 C1
C6903699   20120619 C1
C5076791   20120626 C1
C5617317   20120626 C1
C5265562   20120626 C1
C5841099   20120626 C1
C6014309   20120626 C1
C6059692   20120626 C1
C6246394   20120626 C1
C6182649   20120626 C1
C6437818   20120626 C1
C6607695   20120626 C1
C6854505   20120626 C1
C7090906   20120626 C1
C6985494   20120626 C1
C6985569   20120626 C1
C7157668   20120626 C1
C7424133   20120626 C1
C7302925   20120626 C1
C7317173   20120626 C1
C7487100   20120626 C1
C7434584   20120626 C1
C7727439   20120626 C1
CD496053   20120626 C1
C7777610   20120626 C1
C7780794   20120626 C1
C5375006   20120703 C1
C5693902   20120703 C1
C7306235   20120703 C1
C7635665   20120703 C1
C7519327   20120703 C1
C7462489   20120703 C1
C7588048   20120703 C1
C6858098   20120703 C1
C7043283   20120703 C1
C7158080   20120703 C1
C7425292   20120703 C1
C7351248   20120703 C1
C6260087   20120703 C1
C6478274   20120703 C3
C6424333   20120703 C1
C6623381   20120703 C1
C6658146   20120703 C1
C5432542   20120703 C1
C5487069   20120703 C2
C7757582   20120710 C1
C6712352   20120710 C1
C6454741   20120710 C1
C5809246   20120710 C1
C6293556   20120710 C1
C5606621   20120710 C2
C6253216   20120710 C1
C6000608   20120710 C1
C5970481   20120710 C1
C5109414   20120710 C3
C6321331   20120710 C1
C7206572   20120710 C1
C6892499   20120710 C1
C7076806   20120710 C1
C6691473   20120710 C1
C7551172   20120710 C1
C4860103   20120710 C1
CRE40384   20120710 C1
C7466974   20120717 C1
C7510299   20120717 C3
C8004661   20120717 C1
C6456938   20120717 C1
C6290976   20120717 C1
C6415335   20120717 C1
C6278447   20120717 C2
C7360079   20120717 C1
C7166561   20120717 C1
C7016512   20120717 C1
C5894554   20120724 C1
CRE35940   20120724 C1
C5877445   20120724 C1
C6865268   20120724 C2
C6662843   20120724 C1
C7272728   20120724 C1
C7281389   20120724 C1
C6660300   20120724 C1
C5838758   20120724 C1
C6189787   20120724 C1
C6495633   20120724 C1
C7264730   20120724 C1
C5191525   20120724 C3
C7720977   20120731 C1
C6846477   20120731 C1
C6748192   20120731 C1
C7457042   20120731 C1
C6366647   20120731 C1
C5977887   20120731 C1
C7880342   20120731 C1
C7105470   20120731 C1
C7229417   20120731 C1
C7220022   20120731 C1
C6894811   20120731 C1
C5648674   20120731 C1
C7105091   20120731 C1
C7741638   20120731 C1
C7279018   20120731 C1
C6192347   20120807 C1
C6886553   20120807 C1
C5857348   20120807 C1
C5234564   20120807 C1
C7935410   20120807 C1
C5537162   20120807 C1
C6073115   20120807 C1
C6462713   20120807 C1
C7486625   20120807 C1
C7137158   20120807 C1
C7626834   20120807 C1
C7277854   20120807 C1
C6665797   20120807 C1
C7217368   20120807 C1
C6336311   20120807 C1
C6752435   20120807 C1
C6812009   20120807 C1
C7065262   20120814 C1
C7082312   20120814 C1
C6933849   20120814 C1
C6952846   20120814 C1
C6906042   20120814 C1
C7150499   20120814 C1
C7113474   20120814 C1
C7425170   20120814 C1
C6210293   20120814 C1
C6220526   20120814 C1
C6181294   20120814 C1
C6135791   20120814 C1
C6152601   20120814 C1
C6346983   20120814 C1
C6490737   20120814 C1
C6503156   20120814 C1
C6506130   20120814 C1
C6512834   20120814 C1
C5491774   20120814 C1
C5388101   20120814 C2
C5863584   20120814 C1
C5663757   20120814 C1
C6699205   20120814 C3
C6683978   20120814 C1
C6856698   20120814 C1
C8089703   20120814 C1
C7595000   20120814 C1
C7735512   20120814 C1
C7470518   20120814 C1
C7469634   20120814 C1
C7458187   20120814 C1
C7574508   20120814 C1
C7556386   20120814 C1
C7551089   20120814 C1
C7644987   20120814 C2
C7303082   20120814 C1
C7364756   20120814 C1
C7914627   20120814 C1
C8029883   20120814 C1
C7910531   20120814 C1
C7955733   20120821 C1
C7886618   20120821 C1
C7776355   20120821 C1
C7536046   20120821 C1
C7745008   20120821 C1
CRE36769   20120821 C2
CRE38290   20120821 C2
C6818877   20120821 C1
C6988920   20120821 C2
C7000612   20120821 C1
C6905353   20120821 C1
C7150442   20120821 C1
C7411556   20120821 C1
C7357891   20120821 C1
C6236994   20120821 C1
C6237584   20120821 C1
C6182649   20120821 C2
C6066160   20120821 C1
C6313077   20120821 C1
C6626175   20120821 C1
C6548204   20120821 C1
C6513077   20120821 C1
C5828402   20120821 C1
C5831669   20120821 C1
C5637930   20120821 C2
C6083213   20120821 C2
C6099882   20120821 C1
C6038342   20120821 C1
C6055439   20120821 C2
C5975626   20120821 C1
C7915773   20120828 C1
C6058904   20120828 C2
C7578775   20120828 C1
C7490576   20120828 C1
C7497998   20120828 C1
C7445229   20120828 C1
C7481413   20120828 C1
CRE40042   20120828 C1
CD615018   20120828 C1
C6823866   20120828 C1
C6715446   20120828 C2
C6722637   20120828 C1
C7025161   20120828 C1
C7178184   20120828 C1
C7194960   20120828 C1
C7148211   20120828 C1
C7174352   20120828 C1
C7428168   20120828 C1
C6130931   20120828 C1
C6137794   20120828 C1
C6393352   20120828 C1
C6393992   20120828 C1
C6285945   20120828 C1
C6640872   20120828 C1
C6595873   20120828 C1
C6546924   20120828 C2
C6488838   20120828 C1
C6511216   20120828 C1
C5335277   20120828 C1
C5340742   20120828 C2
C5362046   20120828 C1
C5743616   20120828 C1
C6068383   20120828 C1
C6058376   20120828 C1
C7363090   20120828 C1
C5648824   20120904 C1
C5351285   20120904 C1
C5479472   20120904 C1
C5438611   20120904 C1
C5436960   20120904 C1
C5631946   20120904 C1
C5617539   20120904 C1
C6615485   20120904 C1
C6375780   20120904 C1
C6427078   20120904 C1
C6420682   20120904 C1
C6260682   20120904 C1
C5882211   20120904 C1
C7124088   20120904 C1
C6941543   20120904 C1
C6687278   20120904 C1
C6682879   20120904 C1
C6748320   20120904 C1
C7950701   20120904 C1
C7947928   20120904 C1
C5265562   20120904 C2
C5583850   20120904 C1
C6060461   20120904 C1
C5922045   20120904 C1
C7970448   20120904 C1
C8008804   20120904 C1
C7899330   20120904 C1
C7930576   20120904 C1
C7542610   20120904 C1
C7834765   20120904 C1
C7603024   20120904 C1
C7669123   20120911 C1
C5715314   20120911 C2
C7581009   20120911 C1
C5500650   20120911 C1
C7627975   20120911 C1
C7263984   20120911 C1
C6159203   20120911 C1
C6795327   20120911 C1
C8070403   20120911 C1
C6330593   20120911 C1
C5128099   20120911 C1
C6435279   20120911 C1
C5987863   20120911 C2
CD590181   20120911 C1
C6057221   20120911 C1
C6053403   20120911 C1
C6067451   20120911 C1
C6953262   20120911 C1
C7693993   20120911 C1
C5376252   20120911 C2
C5663106   20120918 C1
C7877269   20120918 C1
C7376049   20120918 C1
C7321783   20120918 C1
C7251454   20120918 C1
C7520659   20120918 C1
C7735380   20120918 C1
C7654843   20120918 C1
C6918355   20120918 C1
C6838752   20120918 C1
C7223286   20120918 C1
C7425268   20120918 C1
C6317592   20120918 C1
C6591890   20120918 C1
C5414811   20120918 C1
C5819172   20120918 C1
C5862511   20120925 C1
C7729863   20120925 C1
C8075461   20120925 C1
C5261009   20120925 C1
C5625670   20120925 C1
C5335277   20120925 C2
C5381489   20120925 C1
C6216185   20120925 C1
C7391409   20121001 C1
C6931677   20121001 C1
C5578663   20121001 C1
C6758592   20121001 C1
C7257356   20121002 C1
C7328188   20121002 C1
C7914586   20121002 C1
C5657076   20121003 C1
C6503365   20121003 C1
C7125332   20121003 C1
C5887165   20121003 C1
C7222055   20121003 C1
C7392917   20121003 C1
C7781228   20121003 C1
C7132717   20121003 C1
C7378992   20121004 C1
C6027545   20121004 C1
C7710183   20121004 C1
C6210459   20121004 C1
C6741877   20121004 C1
C7169560   20121004 C1
C6377439   20121004 C1
C7898053   20121004 C1
C7418898   20121004 C1
C7191447   20121005 C1
C7058548   20121005 C1
C7037687   20121005 C1
C6811153   20121005 C1
C6872425   20121005 C1
C6580501   20121005 C1
C7685077   20121005 C1
C7732243   20121005 C1
C7834766   20121005 C1
C7209813   20121005 C1
C6397189   20121005 C1
C5599529   20121005 C1
C5538848   20121005 C1
C7465097   20121005 C1
C5841512   20121008 C1
C7554290   20121008 C1
C7817182   20121008 C1
C7935804   20121008 C1
C6455639   20121008 C1
C6862465   20121008 C1
C6822205   20121008 C1
C7103380   20121008 C1
C6928433   20121008 C1
C6896646   20121008 C1
C7163405   20121008 C1
C7546755   20121009 C1
C7889722   20121009 C1
C7769681   20121009 C1
C6732031   20121009 C1
C7924323   20121010 C1
C7807922   20121010 C1
C5635979   20121010 C1
C6604158   20121010 C1
C7960058   20121011 C1
C6945457   20121011 C1
C7363416   20121011 C1
C6103033   20121012 C1
C7501357   20121012 C1
C7716629   20121012 C1
C7643773   20121015 C1
C6968777   20121015 C1
C7767400   20121015 C1
C5723391   20121015 C1
C7352359   20121015 C1
C5621556   20121015 C1
C8070306   20121016 C1
C7605840   20121017 C1
C5742737   20121017 C1
C7654449   20121018 C1
C7195811   20121022 C1
C7486943   20121022 C1
C6936268   20121022 C1
C7498010   20121023 C1
C6223695   20121025 C1
C7511181   20121025 C1
C7590927   20121026 C1
C6252527   20121026 C2
C7303680   20121026 C1
C7011543   20121026 C1
C7139404   20121026 C2
C4974088   20121026 C2
C6725281   20121026 C1
C6806509   20121026 C1
C5905274   20121026 C1
C6381575   20121029 C1
C6386324   20121029 C1
C6266229   20121029 C1
C6590198   20121029 C1
C6820454   20121031 C1
C7263528   20121031 C1
C5585007   20121031 C1
C6264508   20121102 C1
C7553777   20121102 C1
C6364061   20121102 C1
C6400471   20121102 C2
C4925294   20121102 C1
C7949548   20121102 C1
C6379839   20121102 C1
C6488034   20121105 C1
C5343445   20121105 C2
C6002854   20121105 C1
C5899855   20121105 C3
C5577100   20121106 C1
C7454500   20121106 C1
C6476718   20121106 C1
C7702323   20121106 C1
C6830358   20121109 C1
C7583990   20121109 C2
C6327523   20121109 C2
C7312762   20121109 C1
C6401871   20121113 C1
C6009488   20121113 C2
C7358912   20121115 C1
C7289524   20121115 C1
C7577476   20121115 C1
C6408415   20121115 C1
C5730650   20121116 C1
C6826744   20121116 C1
C5763831   20121116 C2
C7756794   20121116 C1
C5980228   20121116 C1
C5951785   20121116 C1
C5452269   20121119 C2
C5627544   20121119 C1
C5393170   20121119 C2
C4985921   20121120 C2
C6437316   20121121 C1
C8087201   20121121 C1
C5077733   20121121 C1
C7848978   20121126 C1
C5582989   20121126 C2
C7672499   20121126 C1
C7170005   20121126 C1
C6872443   20121126 C1
C7310544   20121127 C2
C5909492   20121128 C2
C6236608   20121129 C1
C6347553   20121130 C2
C6199076   20121130 C1
C5689094   20121211 C1
C5378043   20121211 C1
C8019836   20121212 C1
C6837957   20121212 C1
C6753035   20121212 C1
C7222732   20121212 C1
C6158011   20121212 C1
C5995903   20121213 C1
C7915458   20121214 C1
C7482992   20121214 C1
C6834703   20121214 C1
C6711426   20121214 C2
C6594579   20121214 C1
C7590602   20121214 C1
C5751736   20121214 C1
C7906463   20121217 C1
C7139761   20121217 C1
C5623600   20121217 C1
C7026780   20121217 C1
C7671614   20121218 C1
C7020845   20121218 C1
C6330592   20121218 C1
C7258998   20121218 C1
C7797958   20121219 C1
C5748560   20121219 C1
C5998932   20121219 C1
C6694433   20121220 C1
C6447190   20121220 C1
C6619168   20121220 C1
C6284217   20121220 C1
C5858731   20121220 C1
C7523063   20121226 C2
C5855343   20121226 C1
C6122635   20121226 C1
C7899507   20121226 C1
C7599177   20121226 C1
C7223361   20121226 C1
C7328845   20121226 C2
C6249052   20121226 C1
C7113710   20121226 C1
C7102996   20121226 C1
C6560604   20121227 C1
C6901712   20130102 C1
C6125447   20130102 C1
C6515362   20130103 C1
C7712309   20130103 C1
C6351799   20130104 C1
C6970792   20130104 C1
C6459726   20130104 C1
C5335512   20130107 C1
C6829587   20130108 C1
C5940526   20130109 C1
C6182184   20130109 C1
C6304975   20130109 C1
C6289319   20130109 C2
C7000325   20130109 C1
C7598654   20130109 C1
C7496603   20130109 C1
C7062749   20130110 C1
C8027916   20130110 C1
C6270796   20130111 C1
C5819292   20130111 C1
C7430519   20130111 C1
C7645596   20130111 C1
C6820094   20130111 C1
C7283206   20130111 C1
C6001858   20130114 C1
C6373876   20130114 C3
C6687865   20130114 C1
C6121898   20130114 C1
C6417801   20130115 C1
CRE36571   20130115 C1
C5734961   20130115 C1
C6604043   20130116 C1
C6739433   20130117 C1
C7974672   20130117 C1
C6923721   20130118 C1
C5833864   20130123 C1
C7390596   20130123 C1
C6984791   20130124 C1
C7929954   20130124 C1
C7590602   20130124 C1
C5928907   20130124 C1
C7762838   20130124 C1
C7728011   20130124 C1
C7603674   20130124 C1
C6367078   20130124 C1
C5562548   20130125 C1
C6130937   20130125 C1
C7330953   20130125 C2
C6376677   20130128 C1
C7476095   20130128 C1
C6296022   20130129 C1
C6991483   20130129 C2
C6151309   20130129 C1
C6815321   20130130 C1
C7176489   20130130 C1
C7078128   20130130 C1
C7335269   20130130 C1
C7272639   20130201 C2
C7174362   20130201 C1
C7406919   20130206 C1
C7908172   20130207 C1
C6592238   20130207 C1
C6623846   20130208 C1
C6048343   20130208 C1
C7987760   20130208 C1
C7035914   20130208 C1
C7125157   20130208 C1
C6955397   20130208 C1
C6705794   20130211 C1
C7390650   20130211 C1
C5954902   20130211 C1
CRE40992   20130211 C1
C6875377   20130211 C1
C6993576   20130211 C1
C7152998   20130211 C1
C6879985   20130211 C1
C7440565   20130214 C1
C6504103   20130214 C1
F8017344   20130215 F1
C6721178   20130215 C1
C6672187   20130215 C1
C6704651   20130215 C1
C6961191   20130215 C1
C6892211   20130215 C1
C8020800   20130215 C1
C8070306   20130219 C1
C6455275   20130220 C1
C6083213   20130220 C3
C6665722   20130220 C1
C6847822   20130220 C1
C6804416   20130220 C1
C5781497   20130220 C1
C8038524   20130220 C1
C6418419   20130221 C1
C6583816   20130222 C1
C6289975   20130222 C1
C6393158   20130222 C1
C7823324   20130222 C1
C6829473   20130222 C1
C5825427   20130222 C1
C7096242   20130222 C1
C7109312   20130222 C1
CRE40653   20130222 C1
C6789673   20130222 C1
C6746998   20130222 C1
C5841979   20130225 C1
C7424175   20130225 C1
C7002533   20130225 C1
C5932017   20130225 C1
C8025731   20130225 C1
C8062645   20130225 C1
C7594981   20130226 C1
C7682044   20130226 C1
C7403192   20130226 C1
C7591801   20130227 C1
C7455627   20130227 C1
C7514040   20130227 C1
C7216651   20130227 C1
C6694988   20130227 C1
C6722674   20130227 C1
C6599476   20130227 C1
C5675362   20130227 C1
C8182858   20130228 C1
C7855287   20130301 C1
C6231675   20130304 C1
C5693283   20130305 C1
C8225376   20130305 C1
C8047729   20130305 C1
C7320287   20130305 C1
C6737935   20130305 C1
C6258569   20130305 C1
C6044965   20130305 C1
C5387949   20130305 C1
C5411552   20130305 C2
C6987242   20130306 C1
C7519462   20130306 C1
C6815639   20130306 C1
C5348253   20130306 C1
C5733599   20130307 C1
C5725676   20130307 C1
C7062514   20130307 C1
C6021433   20130311 C1
C8179672   20130311 C1
C7163727   20130312 C1
C5724092   20130312 C2
C7223236   20130312 C1
C8004661   20130312 C2
C7957794   20130312 C1
C5500819   20130312 C1
C5781497   20130312 C2
C6194043   20130312 C1
C6162356   20130312 C1
C7350674   20130312 C1
C7090506   20130312 C2
C7178470   20130313 C2
C5974447   20130313 C2
C6032859   20130313 C2
C5792753   20130313 C2
C7164205   20130314 C1
C5606361   20130314 C2
C7878909   20130315 C1
C7457802   20130318 C1
C7804426   20130318 C1
C5530469   20130319 C1
C7014012   20130319 C2
C5379057   20130320 C1
C6902754   20130321 C1
C5758328   20130321 C1
C7657629   20130322 C1
C6221420   20130326 C1
C6564275   20130326 C1
C6463848   20130326 C1
C6825418   20130326 C1
C6979286   20130326 C1
C6993707   20130326 C1
C6965244   20130326 C1
C7568628   20130326 C1
C7674481   20130326 C1
C8133102   20130326 C1
C8162392   20130326 C1
C6958423   20130327 C1
C7128161   20130327 C1
C5490216   20130327 C2
C5688174   20130327 C1
C7015395   20130327 C1
C6654400   20130327 C1
C6029111   20130328 C1
C6575310   20130328 C2
C5612179   20130329 C2
C6770748   20130401 C1
C7815725   20130401 C1
C7611011   20130401 C1
C6329636   20130401 C1
C5915131   20130401 C1
C6658035   20130401 C1
C6712880   20130402 C1
F7897620   20130402 F1
F7643274   20130402 F1
C7213656   20130405 C1
C5660836   20130408 C1
C6155958   20130409 C1
C6451226   20130410 C1
C6857568   20130410 C1
C8043054   20130410 C1
C7595764   20130410 C1
C7740244   20130410 C1
C5809246   20130410 C2
C6715639   20130411 C1
C6008786   20130411 C2
C5803128   20130411 C1
C6907530   20130411 C1
C7377324   20130412 C1
C6128651   20130412 C1
C7377899   20130412 C1
C6718415   20130412 C1
C6422595   20130412 C1
C6406657   20130412 C1
C6405592   20130415 C1
C5544060   20130415 C1
C7422143   20130415 C1
